Rapporterat vetenskapligt namn	Vetenskapligt namn	DyntaxaID	FÃ¶rÃ¤ldrataxa	Antal rÃ¤knade rader i databasen	AphiaID	Match type	LSID	TSN	Qualitystatus	Taxon status	ScientificName	Authority	AphiaID_accepted	used_aphia_id	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation		
Harpinia crenulata	Harpinia crenulata	233498	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Phoxocephalidae - Harpinia - Harpinia crenulata	172	102963	exact	urn:lsid:marinespecies.org:taxname:102963	94654	Checked by Taxonomic Editor	accepted	Harpinia crenulata	(Boeck, 1871)	102963	102963	Harpinia crenulata	(Boeck, 1871)	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		crenulata		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Harpinia crenulata (Boeck, 1871). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102963 on 2022-09-20"		
Harpinia laevis	Harpinia laevis	243499	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Phoxocephalidae - Harpinia - Harpinia laevis	26	102968	exact	urn:lsid:marinespecies.org:taxname:102968	206558	Checked by Taxonomic Editor	accepted	Harpinia laevis	G.O. Sars, 1891	102968	102968	Harpinia laevis	G.O. Sars, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		laevis		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Harpinia laevis G.O. Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102968 on 2022-09-20"		
Harpinia pectinata	Harpinia pectinata	234286	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Phoxocephalidae - Harpinia - Harpinia pectinata	181	102972	exact	urn:lsid:marinespecies.org:taxname:102972	94642	Checked by Taxonomic Editor	accepted	Harpinia pectinata	Sars, 1891	102972	102972	Harpinia pectinata	Sars, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		pectinata		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Harpinia pectinata Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102972 on 2022-09-20"		
Harpinia truncata	Harpinia truncata	233499	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Phoxocephalidae - Harpinia - Harpinia truncata	2	102976	exact	urn:lsid:marinespecies.org:taxname:102976	94649	Checked by Taxonomic Editor	accepted	Harpinia truncata	Sars, 1891	102976	102976	Harpinia truncata	Sars, 1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		truncata		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Harpinia truncata Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102976 on 2022-09-20"		
Harrimania kupfferi	Harrimania kupfferi	233500	Animalia - Hemichordata - Enteropneusta - Harrimaniidae - Harrimania - Harrimania kupfferi	77	137597	exact	urn:lsid:marinespecies.org:taxname:137597	158620	Checked by Taxonomic Editor	accepted	Harrimania kupfferi	(von Willemoes-Suhm, 1871)	137597	137597	Harrimania kupfferi	(von Willemoes-Suhm, 1871)	Animalia	Hemichordata	Enteropneusta	[unassigned] Enteropneusta	Harrimaniidae	Harrimania		kupfferi		1		0	0	"Swalla, B.J.; van der Land, J. (2022). Hemichordata World Database. Harrimania kupfferi (von Willemoes-Suhm, 1871). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137597 on 2022-09-20"		
Haslea crucigera	Haslea crucigera	237532	Chromista - Harosa - Halvaria - Heterokonta - Bacillariophyta - Bacillariophyceae - Bacillariophycidae - Naviculales - Naviculaceae - Haslea - Haslea crucigera	3	172588	exact	urn:lsid:marinespecies.org:taxname:172588		Edited by Database Management Team	unassessed	Haslea crucigera	(W.Smith) Simonsen, 1974	985254	985254	Schizonema cruciger f. cruciger	W. Smith, 1856	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea		crucigera		1			0	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Haslea crucigera (W.Smith) Simonsen, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172588 on 2022-09-20"		
Hathrometra tenella	Hathrometra tenella	102852	Animalia - Echinodermata - Crinozoa - Crinoidea - Comatulida - Antedonidae - Hathrometra - Hathrometra tenella	53	562098	exact	urn:lsid:marinespecies.org:taxname:562098	158584	Checked by Taxonomic Editor	accepted	Hathrometra tenella	(Retzius, 1783)	562098	562098	Hathrometra tenella	(Retzius, 1783)	Animalia	Echinodermata	Crinoidea	Comatulida	Antedonidae	Hathrometra		tenella		1	0	0	0	Messing, C. (2022). World List of Crinoidea. Hathrometra tenella (Retzius, 1783). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=562098 on 2022-09-20		
Hauchiella tribullata	Hauchiella tribullata	227538	Animalia - Annelida - Polychaeta - Sedentaria - Canalipalpata - Terebellida - Terebelliformia - Terebellidae - Polycirrinae - Hauchiella - Hauchiella tribullata	6	152389	exact	urn:lsid:marinespecies.org:taxname:152389	68035	Checked by Taxonomic Editor	accepted	Hauchiella tribullata	(McIntosh, 1869)	152389	152389	Hauchiella tribullata	(McIntosh, 1869)	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Hauchiella		tribullata		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Hauchiella tribullata (McIntosh, 1869). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=152389 on 2022-09-20"		
Haustoriidae	Haustoriidae	2001666	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Haustorioidea - Haustoriidae	3	101384	exact	urn:lsid:marinespecies.org:taxname:101384	93959	Checked by Taxonomic Editor	accepted	Haustoriidae	Stebbing, 1906	101384	101384	Haustoriidae	Stebbing, 1906	Animalia	Arthropoda	Malacostraca	Amphipoda	Haustoriidae					1	1			"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Haustoriidae Stebbing, 1906. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101384 on 2022-09-20"		
Hediste diversicolor	Hediste diversicolor	227000	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Nereidiformia - Nereididae - Hediste - Hediste diversicolor	31106	152302	exact	urn:lsid:marinespecies.org:taxname:152302	65991	Checked by Taxonomic Editor	accepted	Hediste diversicolor	(O.F. Müller, 1776)	152302	152302	Hediste diversicolor	(O.F. Müller, 1776)	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste		diversicolor		1	1	1	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Hediste diversicolor (O.F. Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=152302 on 2022-09-20"		
Helicostomella	Helicostomella	1009935	Chromista - Harosa - Halvaria - Alveolata - Ciliophora - Intramacronucleata - Spirotrichia - Spirotrichea - Choreotrichia - Tintinnida - Metacylididae - Helicostomella	75	172434	exact	urn:lsid:marinespecies.org:taxname:172434	46698	Checked by Taxonomic Editor	accepted	Helicostomella	Jörgensen, 1924	172434	172434	Helicostomella	Jörgensen, 1924	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Metacylididae	Helicostomella				1	0	0	0	"Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Helicostomella Jörgensen, 1924. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172434 on 2022-09-20"		
Helicostomella fusiformis	Helicostomella fusiformis	238540	Chromista - Harosa - Halvaria - Alveolata - Ciliophora - Intramacronucleata - Spirotrichia - Spirotrichea - Choreotrichia - Tintinnida - Metacylididae - Helicostomella - Helicostomella fusiformis	14	417184	exact	urn:lsid:marinespecies.org:taxname:417184	46700	Checked by Taxonomic Editor	accepted	Helicostomella fusiformis	(Meunier) Jörgensen, 1924	417184	417184	Helicostomella fusiformis	(Meunier) Jörgensen, 1924	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Metacylididae	Helicostomella		fusiformis		1	0	0	0	"Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Helicostomella fusiformis (Meunier) Jörgensen, 1924. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=417184 on 2022-09-20"		
Helicostomella subulata	Helicostomella subulata	235143	Chromista - Harosa - Halvaria - Alveolata - Ciliophora - Intramacronucleata - Spirotrichia - Spirotrichea - Choreotrichia - Tintinnida - Metacylididae - Helicostomella - Helicostomella subulata	1204	240437	exact	urn:lsid:marinespecies.org:taxname:240437	46699	Checked by Taxonomic Editor	accepted	Helicostomella subulata	(Ehrenberg, 1833) Jörgensen, 1924	240437	240437	Helicostomella subulata	(Ehrenberg, 1833) Jörgensen, 1924	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Metacylididae	Helicostomella		subulata		1	0	0	0	"Xu, K.; Agatha, S. & Dolan, J. (2022). World Ciliophora Database. Helicostomella subulata (Ehrenberg, 1833) Jörgensen, 1924. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240437 on 2022-09-20"		
Helicotheca tamesis	Helicotheca tamesis	237486	Chromista - Harosa - Halvaria - Heterokonta - Bacillariophyta - Mediophyceae - Lithodesmiales - Lithodesmiaceae - Helicotheca - Helicotheca tamesis	4	157440	exact	urn:lsid:marinespecies.org:taxname:157440		Edited by Database Management Team	unassessed	Helicotheca tamesis	(Shrubsole) M.Ricard, 1987	157440	157440	Helicotheca tamesis	(Shrubsole) M.Ricard, 1987	Chromista	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Helicotheca		tamesis		1			0	"Kociolek, J.P.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Karthick, B.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2022). DiatomBase. Helicotheca tamesis (Shrubsole) M.Ricard, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157440 on 2022-09-20"		
Helminthocladia vermicularis	Mesogloia vermiculata	232683	Chromista - Harosa - Halvaria - Heterokonta - Ochrophyta - Phaeophyceae - Ectocarpales - Chordariaceae - Mesogloia - Mesogloia vermiculata	7	144924	exact	urn:lsid:marinespecies.org:taxname:144924	10985	Checked by Taxonomic Editor	accepted	Mesogloia vermiculata	(Smith) S.F.Gray, 1821	144924	144924	Mesogloia vermiculata	(Smith) S.F.Gray, 1821	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Mesogloia		vermiculata		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mesogloia vermiculata (Smith) S.F.Gray, 1821. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144924 on 2022-09-20		
Helobdella stagnalis	Helobdella stagnalis	226006	Animalia - Annelida - Clitellata - Hirudinida - Rhynchobdellida - Glossiphoniidae - Helobdella - Helobdella stagnalis	33	160019	exact	urn:lsid:marinespecies.org:taxname:160019	69398	Checked by Taxonomic Editor	accepted	Helobdella stagnalis	(Linnaeus, 1758)	160019	160019	Helobdella stagnalis	(Linnaeus, 1758)	Animalia	Annelida	Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella		stagnalis		0	0	1		WoRMS (2022). Helobdella stagnalis (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160019 on 2022-09-20		
Hemigrapsus takanoi	Hemigrapsus takanoi	245311	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Eucarida - Decapoda - Pleocyemata - Brachyura - Eubrachyura - Thoracotremata - Grapsoidea - Varunidae - Varuninae - Hemigrapsus - Hemigrapsus takanoi	4	389288	exact	urn:lsid:marinespecies.org:taxname:389288		Checked by Taxonomic Editor	accepted	Hemigrapsus takanoi	Asakura & Watanabe, 2005	389288	389288	Hemigrapsus takanoi	Asakura & Watanabe, 2005	Animalia	Arthropoda	Malacostraca	Decapoda	Varunidae	Hemigrapsus		takanoi		1				WoRMS (2022). Hemigrapsus takanoi Asakura & Watanabe, 2005. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=389288 on 2022-09-20		
Hemilamprops	Hemilamprops	1009334	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Cumacea - Lampropidae - Hemilamprops	2	110407	exact	urn:lsid:marinespecies.org:taxname:110407	90758	Checked by Taxonomic Editor	accepted	Hemilamprops	G.O. Sars, 1883	110407	110407	Hemilamprops	G.O. Sars, 1883	Animalia	Arthropoda	Malacostraca	Cumacea	Lampropidae	Hemilamprops				1			0	"Watling, L.; Gerken, S. (2022). World Cumacea Database. Hemilamprops G.O. Sars, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110407 on 2022-09-20"		
Hemilamprops assimilis	Hemilamprops assimilis	233502	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Cumacea - Lampropidae - Hemilamprops - Hemilamprops assimilis	8	110510	exact	urn:lsid:marinespecies.org:taxname:110510	90762	Checked by Taxonomic Editor	accepted	Hemilamprops assimilis	Sars, 1883	110510	110510	Hemilamprops assimilis	Sars, 1883	Animalia	Arthropoda	Malacostraca	Cumacea	Lampropidae	Hemilamprops		assimilis		1			0	"Watling, L.; Gerken, S. (2022). World Cumacea Database. Hemilamprops assimilis Sars, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110510 on 2022-09-20"		
Hemilamprops cristata	Hemilamprops cristatus	244995	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Cumacea - Lampropidae - Hemilamprops - Hemilamprops cristatus	4	110511	exact	urn:lsid:marinespecies.org:taxname:110511	90765	Checked by Taxonomic Editor	accepted	Hemilamprops cristatus	(Sars G.O., 1870)	110511	110511	Hemilamprops cristatus	(Sars G.O., 1870)	Animalia	Arthropoda	Malacostraca	Cumacea	Lampropidae	Hemilamprops		cristatus		1			0	"Watling, L.; Gerken, S. (2022). World Cumacea Database. Hemilamprops cristatus (Sars G.O., 1870). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110511 on 2022-09-20"		
Hemilamprops rosea	Hemilamprops roseus	233501	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Cumacea - Lampropidae - Hemilamprops - Hemilamprops roseus	38	110514	exact	urn:lsid:marinespecies.org:taxname:110514	90761	Checked by Taxonomic Editor	accepted	Hemilamprops roseus	(Norman, 1863)	110514	110514	Hemilamprops roseus	(Norman, 1863)	Animalia	Arthropoda	Malacostraca	Cumacea	Lampropidae	Hemilamprops		roseus		1			0	"Watling, L.; Gerken, S. (2022). World Cumacea Database. Hemilamprops roseus (Norman, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110514 on 2022-09-20"		
Hemilepton nitidum	Hemilepton nitidum	102727	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Lasaeidae - Hemilepton - Hemilepton nitidum	3	246148	exact	urn:lsid:marinespecies.org:taxname:246148		Checked by Taxonomic Editor	accepted	Hemilepton nitidum	(W. Turton, 1822)	246148	246148	Hemilepton nitidum	(W. Turton, 1822)	Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae	Hemilepton		nitidum		1		0	0	MolluscaBase eds. (2022). MolluscaBase. Hemilepton nitidum (W. Turton, 1822). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=246148 on 2022-09-20		
Hemimysis abyssicola	Hemimysis abyssicola	244928	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Mysida - Mysidae - Mysinae - Hemimysis - Hemimysis abyssicola	3	120024	exact	urn:lsid:marinespecies.org:taxname:120024	90569	Checked by Taxonomic Editor	accepted	Hemimysis abyssicola	G.O. Sars, 1869	120024	120024	Hemimysis abyssicola	G.O. Sars, 1869	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Hemimysis		abyssicola		1		0	0	"Mees, J.; Meland, K. (Eds) (2012 onwards). World List of Lophogastrida, Stygiomysida and Mysida. Hemimysis abyssicola G.O. Sars, 1869. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=120024 on 2022-09-20"		
Hemimysis anomala	Hemimysis anomala	233749	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Mysida - Mysidae - Mysinae - Hemimysis - Hemimysis anomala	8	120025	exact	urn:lsid:marinespecies.org:taxname:120025	90568	Checked by Taxonomic Editor	accepted	Hemimysis anomala	G.O. Sars, 1907	120025	120025	Hemimysis anomala	G.O. Sars, 1907	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Hemimysis		anomala		0	1	1	0	"Mees, J.; Meland, K. (Eds) (2012 onwards). World List of Lophogastrida, Stygiomysida and Mysida. Hemimysis anomala G.O. Sars, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=120025 on 2022-09-20"		
Hemiselmis	Hemiselmis	1010530	Chromista - Hacrobia - Cryptophyta - Cryptophyceae - Pyrenomonadales - Chroomonadaceae - Hemiselmis	7556	106287	exact	urn:lsid:marinespecies.org:taxname:106287	10604	Checked by Taxonomic Editor	accepted	Hemiselmis	Parke, 1949	106287	106287	Hemiselmis	Parke, 1949	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Chroomonadaceae	Hemiselmis				1	1	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Hemiselmis Parke, 1949. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106287 on 2022-09-20		
